benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingClassSpan_lower	1	0.304	0.304	0.304	0.304	0.304
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingEqMethodSpan_lower	1	0.312	0.312	0.312	0.312	0.312
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingDataSpan_lower	1	0.300	0.300	0.300	0.300	0.300
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingZeroConstructorSpan_lower	1	0.334	0.334	0.334	0.334	0.334
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingSuccConstructorSpan_lower	1	0.339	0.339	0.339	0.339	0.339
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingEqSpan_lower	1	0.299	0.299	0.299	0.299	0.299
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingDefMainSpan_lower	1	0.310	0.310	0.310	0.310	0.310
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceModuleSpan_lower	1	0.310	0.310	0.310	0.310	0.310
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceExportMonoidSpan_lower	1	0.325	0.325	0.325	0.325	0.325
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceExportNatSpan_lower	1	0.320	0.320	0.320	0.320	0.320
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceExportMemptySpan_lower	1	0.329	0.329	0.329	0.329	0.329
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceExportAppendSpan_lower	1	0.404	0.404	0.404	0.404	0.404
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceExportMainSpan_lower	1	0.318	0.318	0.318	0.318	0.318
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceClassSpan_lower	1	0.305	0.305	0.305	0.305	0.305
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceMemptySignatureSpan_lower	1	0.335	0.335	0.335	0.335	0.335
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceAppendSignatureSpan_lower	1	0.334	0.334	0.334	0.334	0.334
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceDataSpan_lower	1	0.301	0.301	0.301	0.301	0.301
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceZeroConstructorSpan_lower	1	0.340	0.340	0.340	0.340	0.340
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceSuccConstructorSpan_lower	1	0.332	0.332	0.332	0.332	0.332
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceClassNameSpan_lower	1	0.324	0.324	0.324	0.324	0.324
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceMemptyDefinitionSpan_lower	1	0.337	0.337	0.337	0.337	0.337
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceAppendDefinitionSpan_lower	1	0.546	0.546	0.546	0.546	0.546
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceDefMainSpan_lower	1	0.358	0.358	0.358	0.358	0.358
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassInstanceMethodEqualsSpan_lower	1	0.327	0.327	0.327	0.327	0.327
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedModuleSpan_lower	1	0.296	0.296	0.296	0.296	0.296
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedExportFunctorSpan_lower	1	0.314	0.314	0.314	0.314	0.314
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedExportHigherSpan_lower	1	0.320	0.320	0.320	0.320	0.320
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedClassSpan_lower	1	0.289	0.289	0.289	0.289	0.289
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedMapSignatureSpan_lower	1	0.311	0.311	0.311	0.311	0.311
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedDataSpan_lower	1	0.289	0.289	0.289	0.289	0.289
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_higherKindedWrapConstructorSpan_lower	1	0.319	0.319	0.319	0.319	0.319
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamModuleSpan_lower	1	0.286	0.286	0.286	0.286	0.286
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamExportMonadSpan_lower	1	0.300	0.300	0.300	0.300	0.300
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamClassSpan_lower	1	0.287	0.287	0.287	0.287	0.287
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamSuperclassFunctorSpan_lower	1	0.318	0.318	0.318	0.318	0.318
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamBindSignatureSpan_lower	1	0.306	0.306	0.306	0.306	0.306
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamInstanceClassNameSpan_lower	1	0.316	0.316	0.316	0.316	0.316
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_multiparamFundepArrowSpan_lower	1	0.326	0.326	0.326	0.326	0.326
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyKindLambdaModuleSpan_lower	1	0.332	0.332	0.332	0.332	0.332
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyKindLambdaDeclSpan_lower	1	0.319	0.319	0.319	0.319	0.319
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationModuleSpan_lower	1	0.345	0.345	0.345	0.345	0.345
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationExportMainSpan_lower	1	0.346	0.346	0.346	0.346	0.346
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationDeclSpan_lower	1	0.341	0.341	0.341	0.341	0.341
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationDefMainSpan_lower	1	0.343	0.343	0.343	0.343	0.343
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeFamilyEquationEqualsSpan_lower	1	0.356	0.356	0.356	0.356	0.356
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtModuleSpan_lower	1	0.315	0.315	0.315	0.315	0.315
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtExportNatSpan_lower	1	0.310	0.310	0.310	0.310	0.310
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtExportExprSpan_lower	1	0.307	0.307	0.307	0.307	0.307
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtExportDoneNowSpan_lower	1	0.316	0.316	0.316	0.316	0.316
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtExportMainSpan_lower	1	0.306	0.306	0.306	0.306	0.306
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtNatDataSpan_lower	1	0.296	0.296	0.296	0.296	0.296
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtZeroConstructorSpan_lower	1	0.332	0.332	0.332	0.332	0.332
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtSuccConstructorSpan_lower	1	0.318	0.318	0.318	0.318	0.318
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtExprDataSpan_lower	1	0.299	0.299	0.299	0.299	0.299
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtDoneNatConstructorSpan_lower	1	0.328	0.328	0.328	0.328	0.328
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtStepConstructorSpan_lower	1	0.319	0.319	0.319	0.319	0.319
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtDoneNowDefSpan_lower	1	0.318	0.318	0.318	0.318	0.318
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtMainDefSpan_lower	1	0.297	0.297	0.297	0.297	0.297
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallModuleSpan_lower	1	0.311	0.311	0.311	0.311	0.311
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportNatSpan_lower	1	0.319	0.319	0.319	0.319	0.319
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportExprSpan_lower	1	0.318	0.318	0.318	0.318	0.318
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportSomeExprSpan_lower	1	0.449	0.449	0.449	0.449	0.449
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportUnwrapSomeSpan_lower	1	0.361	0.361	0.361	0.361	0.361
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportMainSpan_lower	1	0.327	0.327	0.327	0.327	0.327
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallNatDataSpan_lower	1	0.327	0.327	0.327	0.327	0.327
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallZeroConstructorSpan_lower	1	0.340	0.340	0.340	0.340	0.340
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallSuccConstructorSpan_lower	1	0.380	0.380	0.380	0.380	0.380
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExprDataSpan_lower	1	0.314	0.314	0.314	0.314	0.314
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallDoneNatConstructorSpan_lower	1	0.358	0.358	0.358	0.358	0.358
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallStepConstructorSpan_lower	1	0.336	0.336	0.336	0.336	0.336
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallSomeExprDataSpan_lower	1	0.328	0.328	0.328	0.328	0.328
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallSomeExprConstructorSpan_lower	1	0.435	0.435	0.435	0.435	0.435
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallUnwrapSomeDefSpan_lower	1	0.404	0.404	0.404	0.404	0.404
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallMainDefSpan_lower	1	0.315	0.315	0.315	0.315	0.315
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_constructorForallDotSpan_lower	1	0.315	0.315	0.315	0.315	0.315
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesModuleSpan_lower	1	0.345	0.345	0.345	0.345	0.345
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesImportModuleSpan_lower	1	0.358	0.358	0.358	0.358	0.358
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesAliasSpan_lower	1	0.334	0.334	0.334	0.334	0.334
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesExposingEqSpan_lower	1	0.375	0.375	0.375	0.375	0.375
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesExposingTokenSpan_lower	1	0.372	0.372	0.372	0.372	0.372
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesExposingAnswerSpan_lower	1	0.360	0.360	0.360	0.360	0.360
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesExposingEqMethodSpan_lower	1	0.370	0.370	0.370	0.370	0.370
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesLeftDefSpan_lower	1	0.336	0.336	0.336	0.336	0.336
